gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
SLFN14	ENST00000674182	4	0		0		3	3,5-6
SLIRP	ENST00000557342	4	0		0		1	3
SLIT2	ENST00000504154	37	1	12	1	12	12	9,12,16,18-21,26,29,32,34-35
SLIT3	ENST00000519560	36	1	8	3	1,8,34	6	1,8,12,20,34,36
SLITRK1	ENST00000674365	1	0		0		0	
SLITRK2	ENST00000335565	1	0		0		1	5
SLITRK3	ENST00000475390	1	0		0		0	
SLITRK6	ENST00000647374	1	0		0		0	
SLK	ENST00000369755	19	0		2	6,9	7	2,6,9-10,15-16,19
SLMAP	ENST00000671191	23	0		1	20	2	3,20
SLPI	ENST00000338380	4	0		0		0	
SLURP1	ENST00000246515	3	0		0		0	
SLX4	ENST00000294008	14	0		0		1	7
SMAD1	ENST00000302085	6	0		0		4	2,4,6-7
SMAD2	ENST00000262160	10	0		0		0	
SMAD3	ENST00000327367	9	0		0		0	
SMAD4	ENST00000342988	11	0		0		0	
SMAD6	ENST00000288840	4	1	1	2	1,4	2	1,4
SMAD7	ENST00000262158	4	0		1	1	3	1,3-4
SMAD9	ENST00000379826	6	0		0		1	4
SMARCA1	ENST00000371121	25	0		7	6,10,15-17,21,23	19	1,3-4,6-8,10-17,19-23
SMARCA2	ENST00000349721	33	2	5,8	3	5,8,24	5	5,8,14-15,24
SMARCA4	ENST00000344626	34	0		0		0	
SMARCA4	ENST00000646693	35	0		0		0	
SMARCA5	ENST00000283131	24	0		0		8	3,6,12,14,16,20-22
SMARCAD1	ENST00000354268	23	0		0		1	9
SMARCAL1	ENST00000357276	16	0		0		0	
SMARCB1	ENST00000644036	9	0		0		0	
SMARCC1	ENST00000254480	28	0		0		2	20,27
SMARCC2	ENST00000550164	29	1	27	1	27	2	21,27
SMARCD1	ENST00000394963	13	1	1	2	1-2	2	1-2
SMARCD2	ENST00000448276	13	1	1	1	1	1	1
SMARCE1	ENST00000348513	10	0		0		1	8
SMC1A	ENST00000322213	25	0		0		0	
SMC1B	ENST00000357450	25	0		1	22	8	2,6,8-9,11,13,19,22
SMC3	ENST00000361804	29	0		0		0	
SMC5	ENST00000361138	25	0		0		14	2,4,7-10,13-15,17-18,21,23,25
SMCHD1	ENST00000320876	48	1	3	3	3,13,37	24	1,3,10,12-16,19-20,24-25,28-30,32,35,37,39,41,43-46
SMDT1	ENST00000331479	2	0		2	1-2	2	1-2
SMG8	ENST00000300917	4	0		0		1	3
SMG9	ENST00000270066	13	0		0		0	
SMIM1	ENST00000642557	2	0		0		0	
SMN1	ENST00000380707	8	1	4	2	4,8	5	2,4-5,7-8
SMN2	ENST00000380743	8	1	4	1	4	6	2-5,7-8
SMO	ENST00000249373	12	1	1	1	1	1	1
SMOC1	ENST00000361956	12	0		0		0	
SMOC2	ENST00000356284	13	0		0		1	2
SMPD1	ENST00000342245	6	0		0		0	
SMPD4	ENST00000680298	19	0		0		2	8,20
SMPDL3A	ENST00000368440	8	0		1	8	5	2-3,5-6,8
SMPX	ENST00000379494	3	0		0		0	
SMS	ENST00000404933	11	0		0		1	1
SMURF2	ENST00000262435	19	2	1,15	2	1,15	5	1,3,11,14-15
SMYD1	ENST00000419482	10	0		0		3	3-4,6
SNAI1	ENST00000244050	3	0		0		1	2
SNAI2	ENST00000020945	3	0		0		0	
SNAP25	ENST00000254976	7	0		0		0	
SNAP29	ENST00000215730	5	0		0		0	
SNAPC4	ENST00000684778	22	0		1	22	2	16,22
SNAPIN	ENST00000368685	4	0		0		1	1
SNCA	ENST00000394991	5	0		0		0	
SNCB	ENST00000393693	5	0		0		0	
SNF8	ENST00000502492	8	0		0		0	
SNIP1	ENST00000296215	4	0		1	1	3	1,3-4
SNRNP200	ENST00000323853	45	0		0		0	
SNRPA	ENST00000243563	6	0		0		1	4
SNRPB	ENST00000381342	7	1	6	3	4-6	3	4-6
SNRPE	ENST00000414487	5	0		0		0	
SNRPN	ENST00000390687	7	0		1	8	1	8
SNTA1	ENST00000217381	8	1	1	1	1	1	1
SNUPN	ENST00000308588	8	1	9	1	9	1	9
SNX10	ENST00000338523	6	0		0		2	3,6
SNX14	ENST00000314673	29	0		0		5	2,14,17,24-25
SNX27	ENST00000458013	12	0		1	1	2	1,3
SNX3	ENST00000230085	4	1	1	1	1	1	1
SOBP	ENST00000317357	6	1	6	1	6	1	6
SOCS1	ENST00000332029	1	1	2	1	2	1	2
SOCS4	ENST00000555846	1	0		0		1	3
SOD1	ENST00000270142	5	0		0		0	
SOD2	ENST00000538183	5	0		0		1	5
SOD3	ENST00000382120	1	0		1	2	1	2
SOHLH1	ENST00000425225	8	0		0		0	
SOHLH2	ENST00000379881	11	1	6	1	6	4	4,6-7,10
SON	ENST00000356577	12	0		0		3	5-7
SORBS2	ENST00000695409	24	0		1	12	4	12,14,17,19
SORCS3	ENST00000369701	27	1	24	2	1,24	4	1,9,24-25
SORD	ENST00000267814	9	1	8	1	8	2	1,8
SORL1	ENST00000260197	48	0		1	25	12	1,6,8-9,13,21-22,25,41,43-44,46
SORT1	ENST00000256637	20	2	1,3	2	1,3	6	1,3,5,13-15
SOS1	ENST00000402219	23	0		0		0	
SOS2	ENST00000216373	23	1	23	3	16,18,23	11	2,4,7,9-10,14-16,18,20,23
SOST	ENST00000301691	2	0		0		0	
SOX10	ENST00000396884	3	0		1	2	1	2
SOX11	ENST00000322002	1	0		1	1	1	1
SOX12	ENST00000342665	1	1	1	1	1	1	1
SOX17	ENST00000297316	2	0		0		0	
SOX18	ENST00000340356	2	2	1-2	2	1-2	2	1-2
SOX2	ENST00000325404	1	0		0		0	
SOX3	ENST00000370536	1	1	1	1	1	1	1
SOX4	ENST00000244745	1	1	1	1	1	1	1
SOX5	ENST00000451604	15	0		0		4	4,10,13,15
SOX6	ENST00000683767	15	0		1	14	1	14
SOX7	ENST00000304501	2	0		0		1	1
SOX8	ENST00000293894	3	1	1	1	1	1	1
SOX9	ENST00000245479	3	1	3	1	3	1	3
SP110	ENST00000258381	18	0		0		0	
SP6	ENST00000536300	1	0		0		1	2
SP7	ENST00000536324	2	0		0		0	
SP9	ENST00000394967	2	1	2	1	2	1	2
SPACA1	ENST00000237201	7	0		1	5	3	4-5,7
SPAG1	ENST00000388798	18	1	11	2	10-11	8	6,8,10-11,13,15,18-19
SPAG17	ENST00000336338	48	0		5	11,21,25,27,32	20	2-3,5,7,10-11,18,21,25,27-28,30,32-36,44-45,48
SPAG7	ENST00000206020	7	0		1	4	1	4
SPAG9	ENST00000262013	30	0		1	7	7	1,5,7,10,15,23,25
SPARC	ENST00000231061	9	0		0		0	
SPARCL1	ENST00000282470	10	1	4	2	4,9	3	4,9-10
SPART	ENST00000438666	8	0		0		0	
SPAST	ENST00000315285	17	0		0		1	1
SPATA13	ENST00000382108	12	0		1	3	2	3,8
SPATA16	ENST00000351008	10	0		0		0	
SPATA22	ENST00000572969	8	0		2	6,9	3	6,8-9
SPATA3	ENST00000433428	3	0		0		0	
SPATA7	ENST00000393545	12	0		0		0	
SPATC1L	ENST00000291672	4	2	3,5	3	2-3,5	3	2-3,5
SPDL1	ENST00000265295	11	0		2	10,12	7	2-5,10-12
SPECC1L	ENST00000314328	15	0		0		1	5
SPEF2	ENST00000356031	37	1	2	6	2,4,8,24,26,29	18	2-4,7-9,11-12,15-16,21,24-26,29-30,32,35
SPEG	ENST00000312358	41	0		4	1,4-5,16	9	1,3-6,16,30,33,40
SPEN	ENST00000375759	15	0		0		3	2-4
SPG11	ENST00000261866	40	0		0		2	3,14
SPG21	ENST00000204566	8	0		0		0	
SPG7	ENST00000645818	17	0		0		1	1
SPI1	ENST00000378538	5	0		0		1	5
SPIDR	ENST00000297423	20	1	1	1	1	5	1-2,5-6,9
SPIN4	ENST00000374884	1	0		0		1	1
SPINK1	ENST00000296695	4	0		0		0	
SPINK2	ENST00000506738	4	0		0		0	
SPINK5	ENST00000256084	33	0		0		0	
SPINT2	ENST00000301244	7	0		0		0	
SPNS2	ENST00000329078	12	1	1	2	1,10	2	1,10
SPOP	ENST00000504102	9	0		0		0	
SPOUT1	ENST00000361256	12	0		0		0	
SPP1	ENST00000395080	6	0		1	7	2	6-7
SPP2	ENST00000168148	7	0		0		0	
SPPL2A	ENST00000261854	15	0		0		4	3-4,6,14
SPR	ENST00000234454	3	0		0		1	1
SPRED1	ENST00000299084	7	0		0		0	
SPRED2	ENST00000356388	6	0		0		0	
SPRTN	ENST00000295050	5	0		0		3	3-5
SPRY1	ENST00000651917	1	0		0		1	3
SPRY2	ENST00000377104	1	0		0		0	
SPRY4	ENST00000434127	1	0		0		0	
SPTA1	ENST00000643759	52	0		0		0	
SPTAN1	ENST00000372739	56	0		0		0	
SPTB	ENST00000644917	35	0		0		0	
SPTBN1	ENST00000356805	35	1	23	2	14,23	6	9,14,19-20,23,26
SPTBN2	ENST00000533211	36	0		0		0	
SPTBN4	ENST00000598249	35	2	19,35	8	12,14,16,19,23-24,33,35	9	12,14,16,19,23-24,31,33,35
SPTBN5	ENST00000320955	67	2	47-48	3	12,47-48	4	12,47-48,63
SPTLC1	ENST00000262554	15	0		0		0	
SPTLC2	ENST00000216484	12	0		0		1	1
SPTSSA	ENST00000298130	2	0		0		0	
SQOR	ENST00000260324	9	0		0		2	7,9
SQSTM1	ENST00000389805	8	0		1	1	1	1
SRA1	ENST00000336283	5	0		0		1	3
SRC	ENST00000373578	11	1	4	1	4	1	4
SRCAP	ENST00000262518	32	0		5	3,8,11,20,29	9	3-4,8,11,18,20,22,29,34
SRD5A2	ENST00000622030	5	0		0		1	1
SRD5A3	ENST00000264228	5	0		0		1	1
SREBF1	ENST00000261646	19	0		0		0	
SREBF2	ENST00000361204	19	0		0		0	
SRF	ENST00000265354	7	1	1	1	1	2	1,5
SRGAP1	ENST00000355086	22	0		1	12	9	2-3,6,12,15,17,19,21-22
SRP19	ENST00000505459	5	0		0		0	
SRP54	ENST00000216774	15	0		1	9	3	8-9,14
SRP68	ENST00000307877	16	0		0		0	
SRP72	ENST00000642900	19	0		0		3	4,7,18
SRPK3	ENST00000370101	15	0		2	1,8	5	1,7-8,10,14
SRPRA	ENST00000332118	14	0		0		0	
SRPX2	ENST00000373004	10	0		0		0	
SRRM2	ENST00000301740	14	0		2	11-12	3	3,11-12
SRSF1	ENST00000258962	4	0		0		0	
SRY	ENST00000383070	1	1	1	1	1	1	1
SS18	ENST00000415083	11	0		1	4	4	4,6-7,10
SS18L1	ENST00000331758	11	0		0		1	1
SSBP1	ENST00000265304	6	0		3	4-6	5	2-6
SSR3	ENST00000265044	5	0		0		2	2,4
SSR4	ENST00000370086	6	0		0		0	
SSTR5	ENST00000689027	1	0		0		0	
SSUH2	ENST00000544814	12	0		0		2	4,12
SSX1	ENST00000376919	6	0		0		3	3,5-6
SSX2	ENST00000337502	6	0		0		0	
ST14	ENST00000278742	19	0		1	5	2	1,5
ST3GAL3	ENST00000347631	11	0		0		0	
ST3GAL5	ENST00000638572	7	1	1	1	1	1	1
ST7	ENST00000323984	16	1	10	1	10	5	1,5,10,13,16
ST8SIA2	ENST00000268164	6	0		0		1	4
STAB1	ENST00000321725	69	0		1	1	4	1,34,39,43
STAC3	ENST00000332782	11	0		1	3	1	3
STAG1	ENST00000383202	33	1	32	2	30,32	12	4-5,8,10,14-15,24-27,30,32
STAG2	ENST00000371145	33	0		8	8-9,15,25-26,29-31	32	3-33,35
STAG3	ENST00000615138	33	0		0		4	2,8,28,30
STAMBP	ENST00000394070	9	0		0		1	5
STAR	ENST00000276449	7	0		0		0	
STARD7	ENST00000337288	8	1	1	1	1	2	1,8
STAT1	ENST00000361099	23	0		0		0	
STAT2	ENST00000314128	23	0		0		1	24
STAT3	ENST00000264657	23	0		0		0	
STAT4	ENST00000392320	23	2	15,21	2	15,21	5	3-4,9,15,21
STAT5B	ENST00000293328	18	0		0		0	
STAT6	ENST00000300134	21	0		1	20	2	20,22
STEAP3	ENST00000393110	5	1	3	1	3	2	3-4
STEEP1	ENST00000644802	7	1	5	1	5	3	2,4-5
STIL	ENST00000371877	16	0		0		0	
STIM1	ENST00000526596	13	0		0		0	
STING1	ENST00000330794	6	0		1	3	2	3-4
STK11	ENST00000326873	9	0		0		2	6,8
STK33	ENST00000687296	12	0		0		0	
STK36	ENST00000295709	26	0		1	8	4	3,5,8,17
STK4	ENST00000372806	11	0		0		4	5-6,9-10
STKLD1	ENST00000371957	18	1	15	1	15	1	15
STN1	ENST00000224950	9	0		0		2	7-8
STOX1	ENST00000298596	4	1	1	1	1	1	1
STRA6	ENST00000395105	18	0		0		0	
STRA8	ENST00000662584	8	0		1	5	1	5
STRADA	ENST00000336174	12	0		1	11	1	11
STRC	ENST00000450892	29	0		0		0	
STS	ENST00000674429	9	0		0		0	
STT3A	ENST00000392708	17	0		0		4	4,10,13,16
STT3B	ENST00000295770	16	1	1	3	1,11,13	10	1-3,5-7,9,11-13
STUB1	ENST00000219548	7	0		1	1	2	1,5
STX11	ENST00000367568	1	0		0		0	
STX16	ENST00000371141	9	0		0		0	
STX1A	ENST00000222812	10	1	1	1	1	1	1
STX1B	ENST00000215095	10	0		0		0	
STX2	ENST00000392373	10	1	1	1	1	1	1
STX3	ENST00000337979	10	1	2	1	2	1	2
STX4	ENST00000313843	10	0		1	5	2	1,5
STX5	ENST00000294179	10	0		0		0	
STXBP1	ENST00000373299	19	0		0		0	
STXBP1	ENST00000373302	19	0		0		0	
STXBP2	ENST00000221283	19	1	1	1	1	1	1
STXBP3	ENST00000370008	19	0		0		3	4,7,14
SUCLA2	ENST00000646932	11	0		0		0	
SUCLG1	ENST00000393868	9	0		0		0	
SUCO	ENST00000263688	24	1	22	3	4,22,24	10	3-7,18,21-24
SUFU	ENST00000369902	12	0		0		0	
SUGCT	ENST00000335693	14	0		1	8	4	5,8,11,14
SULT2B1	ENST00000201586	7	0		0		0	
SUMF1	ENST00000272902	9	0		0		0	
SUMO1	ENST00000392246	5	0		0		0	
SUMO4	ENST00000326669	1	0		0		0	
SUN1	ENST00000401592	19	0		1	2	2	2,14
SUN5	ENST00000356173	13	0		1	12	2	5,12
SUOX	ENST00000266971	3	0		0		0	
SUPT16H	ENST00000216297	26	1	6	1	6	6	5-7,12,14,22
SUPT7L	ENST00000337768	5	0		0		3	3-5
SURF1	ENST00000371974	9	1	1	1	1	1	1
SUZ12	ENST00000322652	16	0		2	1,16	5	1,7,10,12,16
SV2A	ENST00000369146	12	0		0		1	13
SVBP	ENST00000372521	2	1	2	1	2	1	2
SVIL	ENST00000355867	35	0		0		6	8-9,13,15,17,31
SYCE1	ENST00000343131	13	0		0		0	
SYCP2	ENST00000357552	43	0		1	24	11	11,14,16,18-20,23-24,31,33,36
SYCP2L	ENST00000283141	29	0		0		3	10,15,24
SYCP3	ENST00000392924	8	0		0		0	
SYDE2	ENST00000341460	7	1	1	2	1-2	4	1-3,6
SYK	ENST00000375754	13	1	12	1	12	4	2,9,11-12
SYN1	ENST00000295987	13	1	12	1	12	1	12
SYN2	ENST00000621198	13	1	1	1	1	1	1
SYNCRIP	ENST00000369622	10	0		1	11	3	2,6,11
SYNE1	ENST00000354674	18	0		0		1	1
SYNE1	ENST00000367255	144	0		0		2	30,136
SYNE2	ENST00000555002	115	0		0		1	84
SYNE4	ENST00000324444	8	0		0		1	2
SYNGAP1	ENST00000646630	19	1	15	2	10,15	4	1,10,15,17
SYNGR1	ENST00000328933	4	0		1	1	1	1
SYNJ1	ENST00000674351	31	1	32	1	32	12	3-6,14,17-19,23,25,31-32
SYNPO	ENST00000307662	2	1	3	1	3	1	3
SYP	ENST00000263233	6	0		0		0	
SYT1	ENST00000261205	8	0		1	7	3	4-5,7
SYT14	ENST00000367019	9	0		0		0	
SYT2	ENST00000367268	8	0		0		0	
SYTL4	ENST00000372989	16	0		3	7,14,19	7	5,7-8,12,14,16,19
SZT2	ENST00000634258	72	0		2	15,60	6	15-16,28,38,59-60
TAB2	ENST00000637181	6	0		0		0	
TAC3	ENST00000458521	5	0		0		0	
TACO1	ENST00000258975	5	0		0		0	
TACR3	ENST00000304883	5	0		0		0	
TACSTD2	ENST00000371225	1	0		1	1	1	1
TAF1	ENST00000423759	38	0		2	9,19	15	4,6,9-14,16,19,21,28,32,35-36
TAF13	ENST00000338366	4	0		0		1	4
TAF15	ENST00000605844	16	0		0		4	2-3,9-10
TAF1A	ENST00000352967	10	0		0		4	5-7,11
TAF1C	ENST00000566732	14	0		1	3	2	3,12
TAF2	ENST00000378164	26	0		0		0	
TAF4	ENST00000252996	15	1	1	5	1,8,10,14-15	8	1,7-8,10-12,14-15
TAF4B	ENST00000269142	15	0		1	1	6	1-2,5,7,9,15
TAF6	ENST00000453269	14	0		1	5	1	5
TAF8	ENST00000372977	9	0		0		0	
TAFAZZIN	ENST00000601016	11	0		0		0	
TAL1	ENST00000691006	3	1	3	1	3	2	3,5
TAL2	ENST00000334077	1	0		1	1	1	1
TALDO1	ENST00000319006	8	0		0		0	
TAMM41	ENST00000455809	8	0		3	2,4,7	6	1-5,7
TANC2	ENST00000689528	27	1	5	3	4-5,14	10	4-5,7-10,13-14,16-17
TANGO2	ENST00000327374	8	0		0		1	3
TAOK1	ENST00000261716	19	0		0		7	6,9,11-12,15,19-20
TAOK2	ENST00000308893	15	0		1	16	1	16
TAP1	ENST00000354258	11	2	1,6	11	1-11	11	1-11
TAP2	ENST00000374897	11	4	2-3,10,12	11	2-12	11	2-12
TAPBP	ENST00000434618	8	4	3-5,8	8	1-8	8	1-8
TAPT1	ENST00000405303	14	1	1	1	1	5	1-2,4-5,9
TARDBP	ENST00000240185	5	0		1	6	1	6
TARS1	ENST00000265112	19	1	15	1	15	6	3,9,11,13,15,18
TARS2	ENST00000369064	18	0		0		3	2-3,11
TAS2R16	ENST00000249284	1	0		0		1	1
TAS2R38	ENST00000547270	1	0		0		1	1
TASP1	ENST00000337743	13	0		1	2	2	2,5
TAT	ENST00000355962	11	0		0		0	
TBC1D1	ENST00000698857	21	0		0		5	2-3,6,11,21
TBC1D20	ENST00000354200	8	1	1	1	1	1	1
TBC1D23	ENST00000394144	19	0		2	5,18	5	3,5-6,9,18
TBC1D24	ENST00000646147	7	0		0		0	
TBC1D2B	ENST00000300584	13	1	1	3	1,6,9	5	1,3-4,6,9
TBC1D31	ENST00000287380	22	0		2	8,13	9	4-5,8,11-14,17,19
TBC1D32	ENST00000398212	32	0		4	1,18,21,30	13	1-3,7,9-10,14,16,18,20-21,30-31
TBC1D4	ENST00000377636	21	0		0		0	
TBC1D7	ENST00000379300	7	0		0		2	4,8
TBC1D8B	ENST00000357242	21	1	5	11	2-6,8-9,12,14,16,21	16	2-10,12-17,21
TBCB	ENST00000221855	6	0		1	6	1	6
TBCCD1	ENST00000338733	6	0		0		2	2-3
TBCD	ENST00000355528	39	3	1,36,38	3	1,36,38	9	1,26,28-29,31,34-36,38
TBCE	ENST00000642610	16	0		0		0	
TBCK	ENST00000394708	25	0		0		8	2,4,10-12,14,22,26
TBK1	ENST00000331710	20	0		3	5,8,11	6	3,5-6,8-9,11
TBL1X	ENST00000645353	15	0		1	9	4	7-9,16
TBL1XR1	ENST00000457928	14	0		0		5	4-5,11,13-14
TBL1Y	ENST00000383032	14	14	6-19	14	6-19	14	6-19
TBP	ENST00000392092	7	0		1	6	1	6
TBR1	ENST00000389554	6	1	6	1	6	2	1,6
TBX1	ENST00000649276	7	2	1,7	3	1,6-7	3	1,6-7
TBX15	ENST00000369429	8	0		0		0	
TBX18	ENST00000369663	8	0		2	4,8	3	4-5,8
TBX19	ENST00000367821	8	0		0		0	
TBX2	ENST00000240328	7	2	1,6	4	1,5-7	5	1-2,5-7
TBX20	ENST00000408931	8	0		0		1	5
TBX21	ENST00000177694	6	1	1	1	1	2	1,6
TBX22	ENST00000373296	8	0		3	7-9	6	3,5-9
TBX3	ENST00000349155	7	0		0		0	
TBX4	ENST00000644296	8	0		1	2	1	2
TBX5	ENST00000405440	8	0		0		0	
TBX6	ENST00000395224	8	0		0		0	
TBXA2R	ENST00000375190	2	0		0		0	
TBXAS1	ENST00000448866	13	0		0		0	
TBXT	ENST00000366876	8	0		0		0	
TCAP	ENST00000309889	2	0		0		0	
TCEAL1	ENST00000372625	1	0		1	3	1	3
TCEANC	ENST00000696128	1	0		1	5	1	5
TCF12	ENST00000333725	19	1	11	2	6,11	5	3,6,11,17-18
TCF20	ENST00000677622	4	0		3	2-3,5	4	2-5
TCF3	ENST00000262965	18	0		0		1	18
TCF3	ENST00000588136	18	1	17	2	9,17	3	9,13,17
TCF4	ENST00000354452	18	0		0		0	
TCF7L1	ENST00000282111	12	2	1,12	2	1,12	4	1,6,8,12
TCF7L2	ENST00000355995	15	0		1	15	3	3,10,15
TCHH	ENST00000614923	2	0		0		1	2
TCIRG1	ENST00000265686	19	0		0		1	4
TCL1A	ENST00000402399	3	0		0		1	2
TCL1B	ENST00000340722	3	0		0		1	1
TCN1	ENST00000257264	9	0		0		0	
TCN2	ENST00000215838	9	0		0		0	
TCOF1	ENST00000643257	26	0		0		0	
TCP1	ENST00000321394	12	0		0		4	8,10-12
TCTN1	ENST00000397659	14	0		0		0	
TCTN2	ENST00000303372	18	0		0		2	6,13
TCTN3	ENST00000371217	14	0		0		2	10,14
TDO2	ENST00000536354	12	1	9	8	2,5-9,11-12	11	2-12
TDP1	ENST00000335725	15	1	11	1	11	2	3,11
TDP2	ENST00000378198	7	0		1	7	4	3-5,7
TDRD6	ENST00000316081	4	0		0		1	3
TDRD7	ENST00000355295	16	0		0		0	
TDRD9	ENST00000409874	36	4	1,3,10,15	5	1,3,10,15,24	8	1,3,10,13,15,23-24,33
TEAD1	ENST00000527636	11	0		0		0	
TECPR2	ENST00000359520	19	0		1	13	6	2,6,8,12-13,16
TECR	ENST00000215567	13	0		0		0	
TECRL	ENST00000381210	12	1	12	2	1,12	5	1,4,6-7,12
TECTA	ENST00000392793	23	0		0		2	8,10
TEDC1	ENST00000392523	9	1	1	1	1	1	1
TEFM	ENST00000581216	4	0		1	4	2	2,4
TEK	ENST00000380036	23	0		0		0	
TEKT3	ENST00000395930	7	0		0		1	3
TELO2	ENST00000262319	20	0		0		1	3
TENM1	ENST00000422452	32	0		15	5,13,15,18,21-23,25-28,31-32,34-35	28	4-5,7-18,20-23,25-29,31-35
TENM3	ENST00000511685	27	1	6	3	3,6,25	14	3,5-6,10,16-18,20-23,25-26,28
TENM4	ENST00000278550	30	1	6	4	6,10,15,28	9	6,9-10,12,15,21,28,31,34
TENT5A	ENST00000320172	2	0		0		2	2-3
TEP1	ENST00000262715	54	4	2,23,52,55	6	2,5,19,23,52,55	8	2,5,14,19,23,31,52,55
TERB1	ENST00000433154	17	0		0		4	5,10-11,17
TERB2	ENST00000340827	7	0		0		0	
TERT	ENST00000310581	16	1	1	1	1	1	1
TET2	ENST00000380013	9	0		0		2	9-10
TET3	ENST00000409262	11	2	2,12	3	2,4,12	4	2,4,10,12
TEX11	ENST00000374333	29	0		3	16,18,26	15	3,6-7,10-13,16-18,26-30
TEX14	ENST00000349033	31	0		0		8	2,10-14,18,30
TEX15	ENST00000643185	9	0		1	10	6	3-7,10
TF	ENST00000402696	17	0		0		0	
TFAM	ENST00000487519	7	0		0		0	
TFAP2A	ENST00000379613	7	0		0		0	
TFAP2B	ENST00000393655	7	0		0		0	
TFAP2E	ENST00000373235	7	1	2	1	2	2	1-2
TFE3	ENST00000315869	10	0		2	1,3	4	1,3,9-10
TFG	ENST00000240851	7	0		1	2	4	2,4-5,8
TFR2	ENST00000223051	18	0		0		1	18
TFRC	ENST00000360110	18	0		0		1	4
TG	ENST00000220616	48	0		0		2	4,9
TGDS	ENST00000261296	12	0		0		2	2,6
TGFA	ENST00000295400	6	1	1	1	1	1	1
TGFB1	ENST00000221930	7	0		1	1	1	1
TGFB2	ENST00000366930	7	0		0		3	2,5-6
TGFB3	ENST00000238682	7	0		0		0	
TGFBI	ENST00000442011	17	0		0		2	11,14
TGFBR1	ENST00000374994	9	1	1	1	1	1	1
TGFBR2	ENST00000295754	7	0		0		1	4
TGIF1	ENST00000343820	3	0		0		0	
TGM1	ENST00000206765	14	0		0		0	
TGM2	ENST00000361475	13	0		0		1	10
TGM3	ENST00000381458	13	0		1	10	1	10
TGM5	ENST00000220420	13	0		0		0	
TGM6	ENST00000202625	13	0		0		0	
TH	ENST00000352909	13	0		0		0	
THAP1	ENST00000254250	3	0		0		0	
THAP11	ENST00000303596	1	0		0		0	
THAP12	ENST00000260045	5	0		0		3	1,3,5
THBD	ENST00000377103	1	0		0		0	
THBS1	ENST00000260356	21	0		1	10	2	3,10
THBS2	ENST00000617924	21	0		1	13	3	10,12-13
THG1L	ENST00000231198	6	0		0		0	
THOC1	ENST00000261600	21	1	1	1	1	3	1,5,21
THOC2	ENST00000245838	38	3	6,14,17	18	3,6,8,11-12,14-15,17,19-23,25,27,29,31,34	31	2-12,14-15,17-34
THOC6	ENST00000326266	13	0		0		0	
THPO	ENST00000647395	5	0		0		0	
THRA	ENST00000450525	8	0		0		0	
THRB	ENST00000646209	8	0		0		0	
THSD1	ENST00000258613	4	0		1	3	2	3-4
THSD4	ENST00000261862	17	1	4	1	4	3	4-5,16
THUMPD1	ENST00000396083	4	0		0		2	3-4
TIA1	ENST00000433529	13	0		0		3	1,9,12
TIAM1	ENST00000541036	25	0		0		3	8,15,28
TICAM1	ENST00000248244	1	0		0		1	2
TIE1	ENST00000372476	23	1	12	7	2-3,5,11-13,16	8	2-3,5,11-14,16
TIMELESS	ENST00000553532	28	0		0		1	9
TIMM22	ENST00000327158	4	2	2-3	3	1-3	4	1-4
TIMM44	ENST00000270538	13	0		0		0	
TIMM50	ENST00000607714	11	1	7	1	7	1	7
TIMM8A	ENST00000372902	2	0		0		0	
TIMMDC1	ENST00000494664	7	0		0		1	7
TIMP3	ENST00000266085	5	0		0		0	
TINF2	ENST00000267415	9	0		0		0	
TIRAP	ENST00000392679	3	0		0		0	
TJP1	ENST00000614355	28	3	4,18,23	19	1,4-9,12-14,17-21,23-26	27	1-9,11-28
TJP2	ENST00000377245	23	0		0		1	17
TK2	ENST00000544898	10	1	1	1	1	1	1
TKFC	ENST00000394900	17	0		0		1	5
TKT	ENST00000462138	14	0		0		2	1,10
TLCD3B	ENST00000380495	5	0		0		1	5
TLE1	ENST00000376499	20	0		2	13-14	3	13-15
TLE6	ENST00000246112	16	0		0		0	
TLK2	ENST00000346027	21	0		0		3	11,18,20
TLL1	ENST00000061240	21	0		0		1	19
TLN1	ENST00000314888	56	2	25,51	3	13,25,51	4	13,22,25,51
TLN2	ENST00000636159	56	0		1	48	4	6,18,36,48
TLR1	ENST00000308979	1	0		0		0	
TLR2	ENST00000642700	1	0		0		1	3
TLR3	ENST00000296795	4	0		0		0	
TLR4	ENST00000355622	3	0		0		1	3
TLR5	ENST00000642603	1	0		0		0	
TLR7	ENST00000380659	2	0		0		1	3
TLR8	ENST00000218032	2	0		0		2	1-2
TM2D3	ENST00000333202	6	0		0		0	
TM4SF20	ENST00000304568	4	0		1	4	2	1,4
TM9SF4	ENST00000398022	18	0		0		0	
TMC1	ENST00000297784	20	0		0		0	
TMC6	ENST00000590602	19	0		0		0	
TMC8	ENST00000318430	15	0		0		1	16
TMCO1	ENST00000367881	7	0		0		0	
TMED7	ENST00000456936	3	0		2	1-2	2	1-2
TMEFF1	ENST00000374879	10	0		1	6	3	1,6,9
TMEM106B	ENST00000396668	7	0		0		2	5,8
TMEM107	ENST00000437139	5	0		0		0	
TMEM126A	ENST00000304511	4	0		0		0	
TMEM126B	ENST00000358867	5	0		1	5	2	1,5
TMEM127	ENST00000258439	3	0		1	2	1	2
TMEM132D	ENST00000422113	9	0		0		3	6-7,9
