gene	transcript	exon	coord	exon_len	median_cov	is_dead_10x	is_dead_20x	is_dead_30x	gene_cds_len	gene_dead_10x_pct	gene_dead_20x_pct	gene_dead_30x_pct
SGCD	ENST00000337851	4	chr5:156508590-156508712	122	39.05	0	0	1	1033	0.0	0.0	30.6
SGCD	ENST00000337851	9	chr5:156759206-156759400	194	45.84	0	0	1	1033	0.0	0.0	30.6
SGK3	ENST00000521198	17	chr8:66859400-66859591	191	37.09	0	0	1	1811	0.0	0.0	10.5
SGMS1	ENST00000361781	7	chr10:50343481-50344124	643	69.23	0	0	1	1342	0.0	0.0	75.8
SGMS1	ENST00000361781	9	chr10:50311251-50311425	174	42.65	0	0	1	1342	0.0	0.0	75.8
SGMS1	ENST00000361781	11	chr10:50307131-50307331	200	41.72	0	0	1	1342	0.0	0.0	75.8
SGMS2	ENST00000690982	3	chr4:107895543-107896018	475	57.30	0	0	1	1198	0.0	15.6	66.8
SGMS2	ENST00000690982	4	chr4:107899564-107899702	138	31.70	0	0	1	1198	0.0	15.6	66.8
SGMS2	ENST00000690982	6	chr4:107908554-107908741	187	30.98	0	1	1	1198	0.0	15.6	66.8
SGO1	ENST00000412997	3	chr3:20183597-20183814	217	47.73	0	1	1	1724	0.0	72.7	72.7
SGO1	ENST00000412997	6	chr3:20174238-20175065	827	58.66	0	1	1	1724	0.0	72.7	72.7
SGO1	ENST00000412997	7	chr3:20171032-20171242	210	36.95	0	1	1	1724	0.0	72.7	72.7
SGO2	ENST00000357799	3	chr2:200534985-200535181	196	44.65	0	0	1	3958	0.0	0.0	90.1
SGO2	ENST00000357799	6	chr2:200569652-200569902	250	42.70	0	0	1	3958	0.0	0.0	90.1
SGO2	ENST00000357799	7	chr2:200571039-200573987	2948	48.45	0	0	1	3958	0.0	0.0	90.1
SGO2	ENST00000357799	8	chr2:200575300-200575471	171	49.12	0	0	1	3958	0.0	0.0	90.1
SGPL1	ENST00000373202	3	chr10:70844462-70844648	186	44.44	0	0	1	1987	0.0	0.0	30.3
SGPL1	ENST00000373202	6	chr10:70857603-70857700	97	52.08	0	0	1	1987	0.0	0.0	30.3
SGPL1	ENST00000373202	7	chr10:70859360-70859509	149	35.59	0	0	1	1987	0.0	0.0	30.3
SGPL1	ENST00000373202	11	chr10:70871826-70871996	170	45.27	0	0	1	1987	0.0	0.0	30.3
SGSM3	ENST00000248929	5	chr22:40404236-40404465	229	50.98	0	0	1	2670	9.2	9.2	26.6
SGSM3	ENST00000248929	9	chr22:40406067-40406233	166	46.45	0	0	1	2670	9.2	9.2	26.6
SGSM3	ENST00000248929	10	chr22:40406427-40406672	245	15.01	1	1	1	2670	9.2	9.2	26.6
SGSM3	ENST00000248929	15	chr22:40408060-40408130	70	30.82	0	0	1	2670	9.2	9.2	26.6
SH2B1	ENST00000684370	1	chr16:28866084-28867043	959	40.51	0	1	1	2431	0.0	39.4	55.7
SH2B1	ENST00000684370	8	chr16:28873436-28873830	394	51.62	0	0	1	2431	0.0	39.4	55.7
SH2B3	ENST00000341259	2	chr12:111418135-111418887	752	47.27	0	1	1	1868	0.0	58.5	58.5
SH2B3	ENST00000341259	8	chr12:111447972-111448312	340	50.68	0	1	1	1868	0.0	58.5	58.5
SH3BGR	ENST00000333634	2	chr21:39462364-39462570	206	54.89	0	0	1	651	0.0	0.0	31.6
SH3D19	ENST00000604030	1	chr4:151325230-151325362	132	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	2	chr4:151226036-151226096	60	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	3	chr4:151187412-151187473	61	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	4	chr4:151179344-151179407	63	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	5	chr4:151176806-151176965	159	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	6	chr4:151176523-151176697	174	0.00	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	7	chr4:151174659-151175684	1025	34.73	1	1	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	11	chr4:151147911-151148196	285	54.52	0	0	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	14	chr4:151137721-151137872	151	37.73	0	0	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	18	chr4:151128159-151128366	207	50.38	0	0	1	3544	51.1	51.1	69.2
SH3D19	ENST00000604030	20	chr4:151122080-151122217	137	0.00	1	1	1	3544	51.1	51.1	69.2
SH3GLB1	ENST00000370558	3	chr1:86719496-86719645	149	34.51	0	0	1	1278	0.0	0.0	33.2
SH3GLB1	ENST00000370558	4	chr1:86722529-86722683	154	39.62	0	0	1	1278	0.0	0.0	33.2
SH3GLB1	ENST00000370558	7	chr1:86735068-86735189	121	39.12	0	0	1	1278	0.0	0.0	33.2
SH3KBP1	ENST00000397821	1	chrX:19887296-19887320	24	10.61	0	1	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	2	chrX:19836114-19836292	178	32.55	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	5	chrX:19695601-19695751	150	37.72	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	7	chrX:19645389-19645485	96	30.12	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	8	chrX:19631853-19631968	115	34.41	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	12	chrX:19588632-19588812	180	45.03	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	15	chrX:19545911-19546060	149	39.02	0	0	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	16	chrX:19541914-19542203	289	40.66	0	1	1	2358	0.0	13.3	52.7
SH3KBP1	ENST00000397821	18	chrX:19536406-19536468	62	31.94	0	0	1	2358	0.0	13.3	52.7
SH3PXD2A	ENST00000369774	12	chr10:103612842-103613200	358	61.45	0	0	1	3702	0.0	0.0	9.7
SH3PXD2B	ENST00000311601	1	chr5:172454267-172454362	95	42.05	0	0	1	2996	0.0	0.0	3.2
SH3RF1	ENST00000284637	2	chr4:169268809-169269222	413	67.92	0	0	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	3	chr4:169156393-169156689	296	48.64	0	0	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	5	chr4:169136307-169136630	323	44.01	0	1	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	6	chr4:169130035-169130166	131	37.92	0	1	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	8	chr4:169120808-169120999	191	46.14	0	0	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	10	chr4:169116258-169116640	382	52.03	0	1	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	11	chr4:169106836-169107215	379	56.03	0	1	1	2887	0.0	42.1	79.8
SH3RF1	ENST00000284637	12	chr4:169096508-169096697	189	41.84	0	0	1	2887	0.0	42.1	79.8
SHANK1	ENST00000293441	2	chr19:50716654-50716929	275	49.72	0	0	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	7	chr19:50711936-50712124	188	66.08	0	0	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	11	chr19:50703489-50703840	351	29.77	0	1	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	17	chr19:50688833-50688978	145	31.89	0	0	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	19	chr19:50687571-50687672	101	35.71	0	0	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	21	chr19:50686226-50686365	139	29.37	0	0	1	6946	44.8	49.9	62.1
SHANK1	ENST00000293441	23	chr19:50666181-50669295	3114	25.57	1	1	1	6946	44.8	49.9	62.1
SHANK2	ENST00000601538	9	chr11:71075148-71075285	137	9.85	1	1	1	6030	3.9	3.9	9.5
SHANK2	ENST00000601538	10	chr11:71056470-71056568	98	0.00	1	1	1	6030	3.9	3.9	9.5
SHANK2	ENST00000601538	12	chr11:70820353-70820692	339	72.30	0	0	1	6030	3.9	3.9	9.5
SHANK3	NM_001372044.2	1	chr22:50674404-50674589	185	0.00	1	1	1	5862	47.7	47.7	58.2
SHANK3	NM_001372044.2	2	chr22:50674571-50674714	143	1.98	1	1	1	5862	47.7	47.7	58.2
SHANK3	NM_001372044.2	12	chr22:50697546-50697571	25	2.42	1	1	1	5862	47.7	47.7	58.2
SHANK3	NM_001372044.2	13	chr22:50697553-50697725	172	16.02	1	1	1	5862	47.7	47.7	58.2
SHANK3	NM_001372044.2	23	chr22:50720173-50722447	2274	70.63	1	1	1	5862	47.7	47.7	58.2
SHANK3	NM_001372044.2	24	chr22:50730710-50731322	612	48.84	0	0	1	5862	47.7	47.7	58.2
SHARPIN	ENST00000398712	1	chr8:144103542-144103763	221	31.42	1	1	1	1324	16.7	16.7	28.9
SHARPIN	ENST00000398712	3	chr8:144099918-144100079	161	41.60	0	0	1	1324	16.7	16.7	28.9
SHH	ENST00000297261	3	chr7:155802889-155803736	847	50.24	0	1	1	1449	0.0	58.5	58.5
SHMT2	ENST00000328923	8	chr12:57233169-57233355	186	48.76	0	0	1	1755	0.0	0.0	10.6
SHOC1	ENST00000682961	3	chr9:111785901-111786045	144	36.42	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	5	chr9:111775780-111775985	205	53.97	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	6	chr9:111758684-111758858	174	32.68	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	8	chr9:111756314-111756488	174	48.55	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	12	chr9:111738269-111738532	263	59.26	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	13	chr9:111727622-111728059	437	43.10	0	1	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	14	chr9:111723781-111723921	140	46.60	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	17	chr9:111714434-111714633	199	35.52	0	1	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	20	chr9:111706557-111706756	199	28.12	0	1	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	21	chr9:111705236-111705374	138	41.82	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	22	chr9:111703870-111704002	132	38.59	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	23	chr9:111702094-111702236	142	35.30	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	25	chr9:111694220-111694372	152	38.71	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	26	chr9:111693788-111693958	170	38.75	0	0	1	5067	0.0	16.5	72.0
SHOC1	ENST00000682961	27	chr9:111691540-111692521	981	52.90	0	0	1	5067	0.0	16.5	72.0
SHOX	ENST00000686671	5	chrX:644380-644646	266	40.24	0	1	1	979	0.0	27.2	27.2
SHOX2	ENST00000483851	1	chr3:158105668-158106034	366	60.51	0	0	1	1060	0.0	0.0	34.5
SHPK	ENST00000225519	5	chr17:3621226-3621422	196	47.20	0	0	1	1577	0.0	0.0	39.9
SHPK	ENST00000225519	7	chr17:3610549-3610982	433	54.53	0	0	1	1577	0.0	0.0	39.9
SHQ1	ENST00000325599	11	chr3:72750273-72750846	573	5.18	1	1	1	1954	29.3	29.3	29.3
SHROOM3	ENST00000296043	5	chr4:76738750-76741936	3186	90.60	0	0	1	6211	0.0	0.0	65.8
SHROOM3	ENST00000296043	7	chr4:76754300-76755202	902	78.33	0	0	1	6211	0.0	0.0	65.8
SI	ENST00000264382	7	chr3:165065250-165065442	192	40.27	0	0	1	6424	0.0	2.1	5.9
SI	ENST00000264382	9	chr3:165062360-165062493	133	37.13	0	1	1	6424	0.0	2.1	5.9
SI	ENST00000264382	39	chr3:164996727-164996782	55	33.73	0	0	1	6424	0.0	2.1	5.9
SIDT1	ENST00000264852	1	chr3:113533011-113533253	242	27.84	0	1	1	2984	0.0	8.1	8.1
SIK1	ENST00000270162	2	chr21:43426012-43426188	176	30.76	0	0	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	3	chr21:43425396-43425533	137	28.97	0	1	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	6	chr21:43421232-43421377	145	24.33	0	1	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	8	chr21:43420223-43420467	244	36.20	0	1	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	9	chr21:43419848-43420015	167	29.41	0	1	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	13	chr21:43417532-43417784	252	0.89	1	1	1	2612	9.6	51.3	58.1
SIK1	ENST00000270162	14	chr21:43416731-43417127	396	36.48	0	1	1	2612	9.6	51.3	58.1
SIK3	ENST00000445177	1	chr11:117098132-117098425	293	21.46	1	1	1	4590	6.4	13.2	25.1
SIK3	ENST00000445177	2	chr11:116956937-116957074	137	23.41	0	1	1	4590	6.4	13.2	25.1
SIK3	ENST00000445177	13	chr11:116873470-116873646	176	40.27	0	1	1	4590	6.4	13.2	25.1
SIK3	ENST00000445177	20	chr11:116859254-116859614	360	68.75	0	0	1	4590	6.4	13.2	25.1
SIK3	ENST00000445177	22	chr11:116849109-116849293	184	57.46	0	0	1	4590	6.4	13.2	25.1
SIM1	ENST00000369208	2	chr6:100463283-100463478	195	45.67	0	0	1	2521	16.8	46.6	61.8
SIM1	ENST00000369208	10	chr6:100420779-100420968	189	41.53	0	0	1	2521	16.8	46.6	61.8
SIM1	ENST00000369208	11	chr6:100393476-100393899	423	31.61	1	1	1	2521	16.8	46.6	61.8
SIM1	ENST00000369208	12	chr6:100390350-100391101	751	64.53	0	1	1	2521	16.8	46.6	61.8
SIN3A	ENST00000394947	2	chr15:75430176-75430385	209	24.65	0	1	1	4222	0.0	5.0	33.1
SIN3A	ENST00000394947	3	chr15:75422636-75422833	197	54.91	0	0	1	4222	0.0	5.0	33.1
SIN3A	ENST00000394947	14	chr15:75394669-75394873	204	42.94	0	0	1	4222	0.0	5.0	33.1
SIN3A	ENST00000394947	15	chr15:75392231-75392825	594	56.70	0	0	1	4222	0.0	5.0	33.1
SIN3A	ENST00000394947	17	chr15:75384253-75384447	194	45.38	0	0	1	4222	0.0	5.0	33.1
SIN3B	ENST00000248054	1	chr19:16829410-16829550	140	0.97	1	1	1	3773	3.7	3.7	13.4
SIN3B	ENST00000248054	9	chr19:16862341-16862569	228	59.05	0	0	1	3773	3.7	3.7	13.4
SIN3B	ENST00000248054	10	chr19:16863669-16863806	137	39.86	0	0	1	3773	3.7	3.7	13.4
SIPA1L3	ENST00000222345	5	chr19:38099951-38100160	209	34.32	0	1	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	6	chr19:38101041-38101236	195	36.90	0	0	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	9	chr19:38119295-38119892	597	50.88	0	0	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	11	chr19:38141173-38141445	272	53.99	0	0	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	15	chr19:38164468-38164916	448	59.30	0	1	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	19	chr19:38198378-38198542	164	19.23	0	1	1	5746	0.0	14.3	35.5
SIPA1L3	ENST00000222345	20	chr19:38201851-38202007	156	42.00	0	0	1	5746	0.0	14.3	35.5
SIRPG	ENST00000303415	2	chr20:1649041-1649418	377	49.80	0	1	1	1264	0.0	29.8	57.8
SIRPG	ENST00000303415	4	chr20:1635256-1635609	353	63.09	0	0	1	1264	0.0	29.8	57.8
SIRT1	ENST00000212015	1	chr10:67884711-67885161	450	9.78	1	1	1	2424	18.6	42.4	65.3
SIRT1	ENST00000212015	7	chr10:67909245-67909452	207	37.62	0	0	1	2424	18.6	42.4	65.3
SIRT1	ENST00000212015	8	chr10:67912463-67913041	578	50.22	0	1	1	2424	18.6	42.4	65.3
SIRT1	ENST00000212015	9	chr10:67916254-67916603	349	56.09	0	0	1	2424	18.6	42.4	65.3
SIRT3	ENST00000382743	1	chr11:236037-236338	301	51.72	0	0	1	1340	0.0	0.0	22.5
SIX1	ENST00000645694	2	chr14:60646272-60646587	315	58.50	0	0	1	895	0.0	0.0	35.2
SIX2	ENST00000303077	1	chr2:45008540-45009120	580	82.94	0	0	1	916	0.0	0.0	63.3
SIX3	ENST00000260653	1	chr2:44942094-44942920	826	68.57	0	1	1	1039	0.0	79.5	79.5
SIX5	ENST00000317578	1	chr19:45768031-45768854	823	48.56	1	1	1	2280	36.1	36.1	72.3
SIX5	ENST00000317578	2	chr19:45766339-45767165	826	66.89	0	0	1	2280	36.1	36.1	72.3
SKI	ENST00000378536	1	chr1:2228756-2229745	989	66.84	0	1	1	2327	0.0	42.5	42.5
SKIC2	ENST00000375394	1	chr6:31959182-31959224	42	10.62	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	2	chr6:31959286-31959410	124	8.05	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	3	chr6:31959999-31960129	130	12.40	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	4	chr6:31960209-31960347	138	13.95	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	5	chr6:31960421-31960556	135	14.23	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	6	chr6:31960655-31960750	95	6.74	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	7	chr6:31961030-31961104	74	10.87	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	8	chr6:31961185-31961396	211	10.71	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	9	chr6:31961536-31961685	149	8.96	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	10	chr6:31961898-31962064	166	16.32	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	11	chr6:31962428-31962595	167	13.98	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	12	chr6:31962703-31962808	105	17.12	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	13	chr6:31962974-31963101	127	13.77	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	14	chr6:31963402-31963569	167	9.10	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	15	chr6:31963626-31963743	117	8.27	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	16	chr6:31963902-31964135	233	18.05	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	17	chr6:31964221-31964352	131	14.07	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	18	chr6:31965772-31966023	251	12.49	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	19	chr6:31966698-31966856	158	13.68	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	20	chr6:31966993-31967151	158	14.88	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	21	chr6:31967262-31967387	125	14.08	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	22	chr6:31967704-31967872	168	11.46	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	23	chr6:31967945-31968092	147	13.69	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	24	chr6:31968317-31968548	231	7.48	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	25	chr6:31968675-31968806	131	19.79	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	26	chr6:31968860-31969099	239	20.31	0	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	27	chr6:31969269-31969430	161	14.15	1	1	1	4301	55.5	100.0	100.0
SKIC2	ENST00000375394	28	chr6:31969504-31969725	221	5.54	1	1	1	4301	55.5	100.0	100.0
SKOR2	ENST00000425639	2	chr18:47246560-47249193	2633	47.87	1	1	1	3188	85.2	85.2	85.2
SKOR2	ENST00000425639	8	chr18:47212078-47212161	83	0.00	1	1	1	3188	85.2	85.2	85.2
SLA	ENST00000338087	3	chr8:133060089-133060170	81	42.27	0	0	1	971	0.0	0.0	8.3
SLC10A1	ENST00000216540	1	chr14:69796789-69797165	376	40.98	1	1	1	1150	32.7	32.7	51.6
SLC10A1	ENST00000216540	4	chr14:69778322-69778539	217	36.51	0	0	1	1150	32.7	32.7	51.6
SLC10A2	ENST00000245312	1	chr13:103065862-103066259	397	54.19	0	0	1	1167	0.0	0.0	34.0
SLC10A7	ENST00000335472	3	chr4:146509902-146510059	157	42.49	0	0	1	1263	0.0	0.0	27.2
SLC10A7	ENST00000335472	8	chr4:146293919-146294105	186	40.85	0	0	1	1263	0.0	0.0	27.2
SLC12A1	ENST00000380993	2	chr15:48207709-48208149	440	42.77	0	1	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	3	chr15:48220623-48220775	152	44.20	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	11	chr15:48244742-48244914	172	48.09	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	13	chr15:48247326-48247470	144	33.48	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	15	chr15:48251604-48251780	176	48.70	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	16	chr15:48255800-48255920	120	46.35	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	21	chr15:48285095-48285259	164	52.69	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	22	chr15:48288032-48288184	152	51.24	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	23	chr15:48288394-48288526	132	37.83	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	26	chr15:48301304-48301392	88	41.38	0	0	1	3820	0.0	11.5	49.6
SLC12A1	ENST00000380993	27	chr15:48302739-48302895	156	39.23	0	0	1	3820	0.0	11.5	49.6
SLC12A2	ENST00000262461	1	chr5:128083944-128084720	776	32.32	1	1	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	6	chr5:128134154-128134285	131	39.91	0	0	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	12	chr5:128148743-128148887	144	41.55	0	0	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	17	chr5:128161649-128161810	161	36.88	0	1	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	20	chr5:128174530-128174676	146	37.92	0	0	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	22	chr5:128178556-128178699	143	41.38	0	0	1	4179	18.6	26.2	39.7
SLC12A2	ENST00000262461	25	chr5:128184355-128184511	156	30.49	0	1	1	4179	18.6	26.2	39.7
SLC12A5	ENST00000243964	1	chr20:46029334-46029406	72	33.93	0	0	1	3871	0.0	0.0	1.9
SLC12A7	ENST00000264930	1	chr5:1111857-1112001	144	0.98	1	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	2	chr5:1094143-1094258	115	32.44	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	3	chr5:1093522-1093665	143	31.67	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	4	chr5:1088971-1089138	167	41.53	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	6	chr5:1086892-1087043	151	31.82	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	7	chr5:1085221-1085483	262	40.27	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	9	chr5:1081566-1081754	188	0.00	1	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	10	chr5:1079387-1079506	119	31.12	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	11	chr5:1078690-1078768	78	12.71	1	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	12	chr5:1077822-1078017	195	25.82	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	13	chr5:1076683-1076822	139	32.95	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	15	chr5:1075360-1075500	140	32.30	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	16	chr5:1074556-1074681	125	28.34	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	17	chr5:1073622-1073811	189	21.57	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	18	chr5:1065272-1065488	216	23.49	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	19	chr5:1064072-1064262	190	16.98	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	20	chr5:1063833-1063985	152	10.11	1	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	21	chr5:1060333-1060461	128	12.80	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	22	chr5:1057460-1057659	199	23.71	0	1	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	23	chr5:1053338-1053492	154	38.90	0	0	1	3732	15.1	45.0	88.6
SLC12A7	ENST00000264930	24	chr5:1052349-1052461	112	34.42	0	0	1	3732	15.1	45.0	88.6
SLC12A9	ENST00000354161	2	chr7:100854187-100854388	201	51.50	0	0	1	3005	0.0	0.0	47.8
SLC12A9	ENST00000354161	5	chr7:100856857-100857186	329	67.00	0	0	1	3005	0.0	0.0	47.8
SLC12A9	ENST00000354161	14	chr7:100865708-100866615	907	54.41	0	0	1	3005	0.0	0.0	47.8
SLC13A1	ENST00000194130	4	chr7:123169137-123169345	208	6.33	1	1	1	2088	10.0	18.7	42.0
SLC13A1	ENST00000194130	7	chr7:123147148-123147320	172	41.81	0	0	1	2088	10.0	18.7	42.0
SLC13A1	ENST00000194130	13	chr7:123119070-123119252	182	35.90	0	1	1	2088	10.0	18.7	42.0
SLC13A1	ENST00000194130	14	chr7:123117460-123117618	158	41.16	0	0	1	2088	10.0	18.7	42.0
SLC13A1	ENST00000194130	15	chr7:123115507-123115665	158	44.01	0	0	1	2088	10.0	18.7	42.0
SLC13A3	ENST00000279027	2	chr20:46613449-46613735	286	41.70	0	0	1	2069	0.0	0.0	23.8
SLC13A3	ENST00000279027	5	chr20:46596146-46596352	206	49.54	0	0	1	2069	0.0	0.0	23.8
SLC14A1	ENST00000321925	3	chr18:45730310-45730481	171	60.45	0	0	1	1330	0.0	0.0	12.9
SLC15A3	ENST00000227880	1	chr11:60950983-60951561	578	43.03	1	1	1	1906	30.3	46.6	46.6
SLC15A3	ENST00000227880	2	chr11:60946521-60946831	310	55.81	0	1	1	1906	30.3	46.6	46.6
SLC16A1	ENST00000369626	4	chr1:112917167-112918054	887	75.02	0	0	1	1583	0.0	0.0	56.0
SLC16A4	ENST00000369779	2	chr1:110389226-110389333	107	33.92	0	1	1	1624	0.0	6.6	48.0
SLC16A4	ENST00000369779	6	chr1:110378842-110379366	524	56.45	0	0	1	1624	0.0	6.6	48.0
SLC16A4	ENST00000369779	9	chr1:110363755-110363903	148	35.73	0	0	1	1624	0.0	6.6	48.0
SLC16A7	ENST00000547379	3	chr12:59704791-59705028	237	47.30	0	1	1	1517	0.0	26.4	100.0
SLC16A7	ENST00000547379	4	chr12:59771208-59771372	164	40.64	0	1	1	1517	0.0	26.4	100.0
SLC16A7	ENST00000547379	5	chr12:59774646-59775485	839	59.41	0	0	1	1517	0.0	26.4	100.0
SLC16A7	ENST00000547379	6	chr12:59779412-59779689	277	59.14	0	0	1	1517	0.0	26.4	100.0
SLC17A2	ENST00000377850	4	chr6:25921168-25921422	254	70.34	0	0	1	1657	0.0	0.0	26.3
SLC17A2	ENST00000377850	8	chr6:25916674-25916856	182	47.19	0	0	1	1657	0.0	0.0	26.3
