gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
TMEM161B	ENST00000296595	12	1	1	2	1,12	7	1,2,3,5,9,10,12	1704	23	1.3	321	18.8	1055	61.9
TMEM163	ENST00000281924	8	1	1	1	1	1	1	1030	222	21.6	222	21.6	222	21.6
TMEM165	ENST00000381334	6	0		1	1	3	1,3,4	1095	0	0.0	227	20.7	626	57.2
TMEM167A	ENST00000502346	4	0		0		0		299	0	0.0	0	0.0	0	0.0
TMEM216	ENST00000515837	5	0		1	5	1	5	538	0	0.0	27	5.0	27	5.0
TMEM218	ENST00000682305	3	0		1	3	1	3	408	0	0.0	130	31.9	130	31.9
TMEM222	ENST00000374076	6	1	5	2	1,5	2	1,5	747	151	20.2	365	48.9	365	48.9
TMEM229B	ENST00000554480	1	0		0		0		524	0	0.0	0	0.0	0	0.0
TMEM230	ENST00000202834	3	0		0		0		423	0	0.0	0	0.0	0	0.0
TMEM231	ENST00000258173	7	0		0		1	1	1091	0	0.0	0	0.0	159	14.6
TMEM237	ENST00000409883	13	1	11	1	11	2	9,11	1487	114	7.7	114	7.7	326	21.9
TMEM240	ENST00000378733	4	1	1	1	1	1	1	602	77	12.8	77	12.8	77	12.8
TMEM260	ENST00000261556	16	1	1	1	1	7	1,3,5,10,11,13,16	2444	180	7.4	180	7.4	1340	54.8
TMEM38B	ENST00000374692	6	0		0		2	3,6	996	0	0.0	0	0.0	441	44.3
TMEM43	ENST00000306077	12	0		0		0		1443	0	0.0	0	0.0	0	0.0
TMEM45A	ENST00000323523	5	0		0		2	2,5	928	0	0.0	0	0.0	376	40.5
TMEM53	ENST00000372237	3	0		0		0		894	0	0.0	0	0.0	0	0.0
TMEM61	ENST00000371268	3	0		0		1	2	693	0	0.0	0	0.0	370	53.4
TMEM63A	ENST00000366835	22	0		0		0		2864	0	0.0	0	0.0	0	0.0
TMEM63B	ENST00000323267	23	0		0		1	21	2959	0	0.0	0	0.0	188	6.4
TMEM63C	ENST00000298351	22	0		0		2	3,24	2861	0	0.0	0	0.0	391	13.7
TMEM65	ENST00000297632	7	1	1	1	1	1	1	863	324	37.5	324	37.5	324	37.5
TMEM67	ENST00000453321	28	0		0		0		3548	0	0.0	0	0.0	0	0.0
TMEM68	ENST00000434581	6	0		1	3	3	3,4,7	1095	0	0.0	345	31.5	693	63.3
TMEM70	ENST00000312184	3	0		0		0		843	0	0.0	0	0.0	0	0.0
TMEM92	ENST00000507382	5	0		0		0		580	0	0.0	0	0.0	0	0.0
TMEM94	ENST00000314256	31	0		1	12	7	4,6,7,12,20,29,30	4691	0	0.0	125	2.7	1056	22.5
TMEM98	ENST00000579849	6	0		0		0		801	0	0.0	0	0.0	0	0.0
TMIE	ENST00000643606	4	0		1	1	1	1	551	0	0.0	113	20.5	113	20.5
TMLHE	ENST00000334398	7	0		3	3,4,6	5	2,3,4,5,6	1406	0	0.0	754	53.6	1095	77.9
TMOD1	ENST00000259365	9	0		0		0		1260	0	0.0	0	0.0	0	0.0
TMPO	ENST00000556029	9	0		1	1	1	1	1545	0	0.0	299	19.4	299	19.4
TMPRSS15	ENST00000284885	25	0		0		0		3560	0	0.0	0	0.0	0	0.0
TMPRSS3	ENST00000644384	12	0		0		0		1602	0	0.0	0	0.0	0	0.0
TMPRSS4	ENST00000437212	13	0		0		2	3,9	1574	0	0.0	0	0.0	321	20.4
TMPRSS5	ENST00000299882	13	0		0		3	2,8,12	1634	0	0.0	0	0.0	479	29.3
TMPRSS6	ENST00000676104	17	0		0		0		2749	0	0.0	0	0.0	0	0.0
TMPRSS7	ENST00000452346	18	0		2	15,18	5	5,10,15,16,18	2892	0	0.0	383	13.2	1013	35.0
TMPRSS9	ENST00000696167	18	0		3	11,16,17	6	8,9,11,15,16,17	3642	0	0.0	814	22.4	1715	47.1
TMTC2	ENST00000321196	12	1	8	1	8	4	2,3,5,8	2751	142	5.2	142	5.2	1688	61.4
TMTC3	ENST00000266712	13	0		2	8,14	10	2,3,5,6,7,8,10,12,13,14	3005	0	0.0	1001	33.3	2620	87.2
TMTC4	ENST00000342624	18	0		0		1	11	2643	0	0.0	0	0.0	192	7.3
TMX2	ENST00000278422	8	0		0		0		1051	0	0.0	0	0.0	0	0.0
TNC	ENST00000350763	27	0		4	2,14,16,24	12	2,7,8,11,12,13,14,15,16,17,24,27	7146	0	0.0	1235	17.3	3380	47.3
TNF	ENST00000449264	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4	782	782	100.0	782	100.0	782	100.0
TNFAIP3	ENST00000612899	8	1	7	2	7,9	5	2,3,6,7,9	2533	940	37.1	1245	49.2	1972	77.9
TNFRSF10B	ENST00000276431	9	0		0		0		1503	0	0.0	0	0.0	0	0.0
TNFRSF11A	ENST00000586569	10	1	1	2	1,10	2	1,10	2051	95	4.6	399	19.5	399	19.5
TNFRSF11B	ENST00000297350	5	0		0		0		1306	0	0.0	0	0.0	0	0.0
TNFRSF13B	ENST00000261652	5	0		0		0		982	0	0.0	0	0.0	0	0.0
TNFRSF13C	ENST00000291232	3	0		2	1,2	2	1,2	615	0	0.0	407	66.2	407	66.2
TNFRSF1A	ENST00000162749	10	0		1	10	1	10	1568	0	0.0	331	21.1	331	21.1
TNFRSF21	ENST00000296861	6	0		2	3,5	3	1,3,5	2088	0	0.0	764	36.6	880	42.1
TNFRSF4	ENST00000379236	7	0		0		1	4	974	0	0.0	0	0.0	87	8.9
TNFRSF9	ENST00000377507	7	0		0		0		908	0	0.0	0	0.0	0	0.0
TNFSF11	ENST00000398795	5	0		0		0		1054	0	0.0	0	0.0	0	0.0
TNFSF12	ENST00000293825	7	1	1	1	1	2	1,7	890	179	20.1	179	20.1	451	50.7
TNFSF13	ENST00000338784	6	0		0		1	1	873	0	0.0	0	0.0	278	31.8
TNFSF4	ENST00000281834	3	0		1	3	1	3	612	0	0.0	370	60.5	370	60.5
TNFSF9	ENST00000245817	3	0		0		1	1	825	0	0.0	0	0.0	287	34.8
TNIK	ENST00000436636	33	1	1	1	1	11	1,10,16,17,18,20,23,26,28,30,31	4743	77	1.6	77	1.6	1809	38.1
TNIP1	ENST00000521591	17	0		0		0		2251	0	0.0	0	0.0	0	0.0
TNIP2	ENST00000315423	6	1	1	2	1,4	3	1,4,6	1410	296	21.0	565	40.1	849	60.2
TNIP3	ENST00000057513	11	0		0		0		1198	0	0.0	0	0.0	0	0.0
TNK2	ENST00000672887	15	1	11	1	11	3	4,6,11	3468	112	3.2	112	3.2	652	18.8
TNNC1	ENST00000232975	6	0		0		0		606	0	0.0	0	0.0	0	0.0
TNNC2	ENST00000372555	6	0		0		0		603	0	0.0	0	0.0	0	0.0
TNNI1	ENST00000361379	7	0		0		1	7	704	0	0.0	0	0.0	197	28.0
TNNI2	ENST00000381911	7	0		0		1	3	689	0	0.0	0	0.0	27	3.9
TNNI3	ENST00000344887	8	0		0		0		793	0	0.0	0	0.0	0	0.0
TNNI3K	ENST00000326637	25	0		1	11	4	11,12,17,20	3008	0	0.0	170	5.7	555	18.5
TNNT1	ENST00000588981	13	0		0		0		1097	0	0.0	0	0.0	0	0.0
TNNT2	ENST00000656932	16	0		0		0		1217	0	0.0	0	0.0	0	0.0
TNNT3	ENST00000278317	15	0		0		0		1077	0	0.0	0	0.0	0	0.0
TNPO1	ENST00000337273	24	1	19	1	19	7	4,12,13,14,19,20,22	3177	119	3.7	119	3.7	1136	35.8
TNPO2	ENST00000425528	23	0		0		1	16	3154	0	0.0	0	0.0	107	3.4
TNPO3	ENST00000265388	22	0		1	2	7	2,4,6,12,13,19,20	3212	0	0.0	221	6.9	1283	39.9
TNR	ENST00000367674	21	0		1	8	6	8,9,11,12,21,22	4497	0	0.0	290	6.4	1436	31.9
TNRC6A	ENST00000395799	25	0		2	1,25	7	1,5,7,8,18,20,25	6389	0	0.0	421	6.6	1573	24.6
TNRC6B	ENST00000454349	23	2	4,15	3	4,15,17	7	4,5,7,10,13,15,17	5962	566	9.5	763	12.8	3649	61.2
TNS1	ENST00000682258	33	0		2	19,23	6	2,19,20,22,23,24	6180	0	0.0	1817	29.4	3372	54.6
TNS2	ENST00000314250	29	0		2	18,26	4	9,18,20,26	4810	0	0.0	1421	29.5	2174	45.2
TNXB	ENST00000644971	43	30	2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	37	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,39,43	43	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44	13595	11411	83.9	12711	93.5	13595	100.0
TOB2	ENST00000327492	1	0		0		0		1055	0	0.0	0	0.0	0	0.0
TOE1	ENST00000372090	8	0		0		0		1693	0	0.0	0	0.0	0	0.0
TOGARAM1	ENST00000361462	20	2	8,16	4	4,5,8,16	15	2,3,4,5,6,8,10,11,13,14,15,16,17,18,20	5722	249	4.4	855	14.9	3106	54.3
TOGARAM2	ENST00000379558	19	2	14,16	3	6,14,16	5	4,6,14,16,20	3440	294	8.5	505	14.7	1171	34.0
TOM1	ENST00000449058	15	0		1	15	3	2,6,15	1779	0	0.0	175	9.8	447	25.1
TOM1L2	ENST00000379504	15	0		0		2	10,15	1824	0	0.0	0	0.0	313	17.2
TOMM7	ENST00000358435	3	0		0		0		228	0	0.0	0	0.0	0	0.0
TOMM70	ENST00000284320	12	0		1	9	3	5,9,12	2067	0	0.0	137	6.6	480	23.2
TONSL	ENST00000409379	26	0		3	2,17,21	7	2,6,17,19,21,23,26	4657	0	0.0	1219	26.2	1995	42.8
TOP1	ENST00000361337	21	1	2	1	2	3	2,12,15	2718	45	1.7	45	1.7	459	16.9
TOP1MT	ENST00000329245	14	1	12	1	12	2	2,12	2086	115	5.5	115	5.5	251	12.0
TOP2A	ENST00000423485	35	1	22	2	7,22	6	7,8,12,22,24,33	5296	155	2.9	388	7.3	1131	21.4
TOP2B	ENST00000264331	36	1	7	7	2,5,7,12,22,26,36	17	2,5,7,8,11,12,13,14,15,21,22,24,26,28,30,31,36	5601	233	4.2	1290	23.0	3136	56.0
TOP3A	ENST00000321105	19	1	18	2	11,18	2	11,18	3386	703	20.8	931	27.5	931	27.5
TOP3B	ENST00000357179	17	0		1	15	1	15	2929	0	0.0	170	5.8	170	5.8
TOP6BL	ENST00000540737	14	0		0		2	7,14	1816	0	0.0	0	0.0	457	25.2
TOPBP1	ENST00000260810	27	0		4	6,7,11,12	18	3,4,5,6,7,8,9,11,12,14,17,19,20,21,22,23,24,28	5109	0	0.0	974	19.1	3561	69.7
TOPORS	ENST00000360538	3	0		0		0		3198	0	0.0	0	0.0	0	0.0
TOR1A	ENST00000351698	5	0		0		0		1099	0	0.0	0	0.0	0	0.0
TOR1AIP1	ENST00000606911	10	0		1	1	3	1,6,10	1952	0	0.0	495	25.4	1380	70.7
TOR1AIP2	ENST00000609928	4	1	7	2	5,7	2	5,7	1493	778	52.1	1317	88.2	1317	88.2
TP53	ENST00000269305	10	0		0		0		1382	0	0.0	0	0.0	0	0.0
TP53INP1	ENST00000342697	3	0		0		1	3	783	0	0.0	0	0.0	381	48.7
TP53RK	ENST00000372114	2	0		1	1	2	1,2	802	0	0.0	303	37.8	802	100.0
TP53TG5	ENST00000372726	5	0		0		0		973	0	0.0	0	0.0	0	0.0
TP63	ENST00000264731	14	0		0		0		2323	0	0.0	0	0.0	0	0.0
TP63	ENST00000354600	12	0		0		0		2001	0	0.0	0	0.0	0	0.0
TP73	ENST00000378295	13	0		1	11	3	3,11,14	2171	0	0.0	169	7.8	663	30.5
TPCN2	ENST00000294309	25	1	1	1	1	2	1,11	2759	129	4.7	129	4.7	250	9.1
TPH2	ENST00000333850	11	0		0		0		1693	0	0.0	0	0.0	0	0.0
TPI1	ENST00000396705	7	0		0		0		890	0	0.0	0	0.0	0	0.0
TPK1	ENST00000360057	8	0		1	9	1	9	892	0	0.0	139	15.6	139	15.6
TPM1	ENST00000403994	10	0		0		0		1055	0	0.0	0	0.0	0	0.0
TPM2	ENST00000645482	9	0		0		0		1035	0	0.0	0	0.0	0	0.0
TPM3	ENST00000651641	10	0		0		0		1058	0	0.0	0	0.0	0	0.0
TPM4	ENST00000643579	8	0		1	1	1	1	907	0	0.0	152	16.8	152	16.8
TPMT	ENST00000309983	8	0		0		0		898	0	0.0	0	0.0	0	0.0
TPO	ENST00000329066	16	0		0		3	6,8,13	3122	0	0.0	0	0.0	880	28.2
TPP1	ENST00000299427	13	0		0		0		1952	0	0.0	0	0.0	0	0.0
TPP2	ENST00000376052	30	1	18	5	1,5,18,21,29	16	1,5,6,7,9,11,13,14,16,17,18,21,22,23,26,29	4389	137	3.1	765	17.4	2591	59.0
TPR	ENST00000367478	51	0		2	13,31	12	13,18,20,21,23,26,30,31,32,37,42,43	8112	0	0.0	359	4.4	2191	27.0
TPRKB	ENST00000272424	4	0		0		2	4,5	608	0	0.0	0	0.0	304	50.0
TPRN	ENST00000409012	4	1	1	1	1	1	1	2216	1745	78.7	1745	78.7	1745	78.7
TPTE2	ENST00000697147	20	0		1	9	5	9,11,15,18,21	1969	0	0.0	182	9.2	618	31.4
TRA2B	ENST00000453386	9	1	9	2	7,9	4	3,4,7,9	1047	31	3.0	111	10.6	503	48.0
TRAF3	ENST00000392745	10	0		0		0		1907	0	0.0	0	0.0	0	0.0
TRAF3IP2	ENST00000368761	8	1	2	2	2,3	2	2,3	1858	849	45.7	1062	57.2	1062	57.2
TRAF5	ENST00000261464	10	0		1	11	4	2,9,10,11	1874	0	0.0	595	31.8	1183	63.1
TRAF6	ENST00000526995	6	0		0		3	2,3,7	1689	0	0.0	0	0.0	1320	78.2
TRAF7	ENST00000326181	20	0		0		0		2413	0	0.0	0	0.0	0	0.0
TRAIP	ENST00000331456	15	0		2	11,14	2	11,14	1710	0	0.0	244	14.3	244	14.3
TRAK1	ENST00000327628	16	0		1	16	2	2,16	3182	0	0.0	816	25.6	1031	32.4
TRANK1	ENST00000645898	24	3	2,4,13	3	2,4,13	10	2,4,7,9,10,11,12,13,14,17	9390	3220	34.3	3220	34.3	4621	49.2
TRAP1	ENST00000246957	18	1	1	1	1	1	1	2475	108	4.4	108	4.4	108	4.4
TRAPPC10	ENST00000291574	23	1	19	3	19,21,22	7	1,4,12,19,21,22,23	4240	147	3.5	560	13.2	1284	30.3
TRAPPC11	ENST00000334690	29	0		0		5	3,9,19,20,21	3982	0	0.0	0	0.0	897	22.5
TRAPPC12	ENST00000324266	11	0		0		7	3,4,5,6,9,10,12	2428	0	0.0	0	0.0	1066	43.9
TRAPPC14	ENST00000316937	11	0		2	1,11	3	1,10,11	1963	0	0.0	605	30.8	819	41.7
TRAPPC2	ENST00000380579	4	0		0		2	3,6	503	0	0.0	0	0.0	232	46.1
TRAPPC2L	ENST00000696289	5	0		0		1	4	520	0	0.0	0	0.0	100	19.2
TRAPPC4	ENST00000533632	5	0		0		0		760	0	0.0	0	0.0	0	0.0
TRAPPC6A	ENST00000585934	6	0		0		0		600	0	0.0	0	0.0	0	0.0
TRAPPC6B	ENST00000330149	6	0		0		2	3,5	597	0	0.0	0	0.0	252	42.2
TRAPPC9	ENST00000438773	22	0		0		0		3887	0	0.0	0	0.0	0	0.0
TRDN	ENST00000334268	41	0		0		2	9,28	3010	0	0.0	0	0.0	127	4.2
TRDN	ENST00000546248	8	0		1	3	2	3,7	1021	0	0.0	179	17.5	259	25.4
TREH	ENST00000264029	15	1	15	3	1,12,15	3	1,12,15	2052	173	8.4	414	20.2	414	20.2
TREM2	ENST00000373113	5	0		0		0		793	0	0.0	0	0.0	0	0.0
TRERF1	ENST00000695948	14	0		2	9,16	4	5,8,9,16	3919	0	0.0	632	16.1	2358	60.2
TREX1	ENST00000625293	1	0		0		0		965	0	0.0	0	0.0	0	0.0
TRH	ENST00000302649	2	1	3	1	3	1	3	769	538	70.0	538	70.0	538	70.0
TRHDE	ENST00000261180	19	0		4	1,3,9,16	8	1,2,3,9,11,16,17,19	3590	0	0.0	1477	41.1	2250	62.7
TRHR	ENST00000518632	2	0		0		0		1237	0	0.0	0	0.0	0	0.0
TRIB1	ENST00000311922	3	1	1	1	1	2	1,3	1179	380	32.2	380	32.2	866	73.5
TRIB3	ENST00000217233	3	0		0		1	2	1137	0	0.0	0	0.0	311	27.4
TRIM2	ENST00000338700	12	1	2	2	2,4	4	2,4,11,12	2556	205	8.0	377	14.7	711	27.8
TRIM22	ENST00000379965	7	0		1	2	2	2,8	1637	0	0.0	443	27.1	1059	64.7
TRIM23	ENST00000231524	11	0		1	4	4	2,4,5,11	1945	0	0.0	299	15.4	885	45.5
TRIM24	ENST00000343526	19	1	1	4	1,6,12,15	10	1,6,9,10,11,12,14,15,18,19	3533	384	10.9	1024	29.0	2290	64.8
TRIM28	ENST00000253024	17	1	1	1	1	1	1	2848	360	12.6	360	12.6	360	12.6
TRIM29	ENST00000341846	9	0		0		2	3,4	1947	0	0.0	0	0.0	473	24.3
TRIM3	ENST00000345851	11	0		1	6	1	6	2455	0	0.0	753	30.7	753	30.7
TRIM32	ENST00000450136	1	0		0		0		1982	0	0.0	0	0.0	0	0.0
TRIM33	ENST00000358465	20	1	1	2	1,2	8	1,2,4,5,7,9,10,15	3784	546	14.4	685	18.1	1992	52.6
TRIM36	ENST00000513154	10	0		2	8,10	7	1,2,3,7,8,9,10	2351	0	0.0	683	29.1	1794	76.3
TRIM37	ENST00000262294	24	0		0		1	6	3375	0	0.0	0	0.0	143	4.2
TRIM44	ENST00000299413	5	0		0		1	1	1135	0	0.0	0	0.0	689	60.7
TRIM47	ENST00000254816	6	1	1	1	1	2	1,6	2037	695	34.1	695	34.1	1356	66.6
TRIM50	ENST00000333149	6	0		0		1	7	1584	0	0.0	0	0.0	610	38.5
TRIM54	ENST00000380075	8	0		0		0		1237	0	0.0	0	0.0	0	0.0
TRIM63	ENST00000374272	9	0		0		1	2	1242	0	0.0	0	0.0	193	15.5
TRIM66	ENST00000646038	21	0		1	16	4	7,16,19,23	4599	0	0.0	536	11.7	1028	22.4
TRIM69	ENST00000329464	7	1	7	3	2,6,7	7	1,2,3,4,5,6,7	1643	562	34.2	1204	73.3	1643	100.0
TRIM71	ENST00000383763	4	1	1	1	1	3	1,2,4	2687	872	32.5	872	32.5	2532	94.2
TRIM8	ENST00000643721	6	0		1	6	1	6	1776	0	0.0	628	35.4	628	35.4
TRIO	ENST00000344204	57	3	1,48,50	3	1,48,50	11	1,4,8,22,30,36,38,46,48,50,57	10434	1153	11.1	1153	11.1	3079	29.5
TRIOBP	ENST00000644935	21	0		0		0		7518	0	0.0	0	0.0	0	0.0
TRIP11	ENST00000267622	21	0		0		0		6360	0	0.0	0	0.0	0	0.0
TRIP12	ENST00000675903	41	1	30	2	30,42	20	3,4,8,9,13,15,17,18,19,20,23,25,27,30,31,33,36,38,39,42	7024	148	2.1	365	5.2	4169	59.4
TRIP13	ENST00000166345	13	0		0		1	2	1559	0	0.0	0	0.0	186	11.9
TRIP4	ENST00000261884	13	0		0		3	2,9,12	2006	0	0.0	0	0.0	521	26.0
TRIT1	ENST00000316891	11	0		0		1	11	1624	0	0.0	0	0.0	190	11.7
TRMT1	ENST00000357720	16	0		0		1	17	2300	0	0.0	0	0.0	167	7.3
TRMT10A	ENST00000394876	7	0		0		4	2,3,6,8	1160	0	0.0	0	0.0	847	73.0
TRMT10C	ENST00000309922	1	0		0		1	2	1232	0	0.0	0	0.0	1232	100.0
TRMT44	ENST00000389737	11	0		0		3	1,5,9	2494	0	0.0	0	0.0	1220	48.9
TRMT5	ENST00000261249	5	0		1	2	2	2,3	1630	0	0.0	676	41.5	821	50.4
TRMU	ENST00000645190	11	0		0		0		1486	0	0.0	0	0.0	0	0.0
TRNT1	ENST00000251607	7	0		1	3	5	2,3,6,7,8	1445	0	0.0	214	14.8	1139	78.8
TRPA1	ENST00000262209	27	0		0		1	10	3900	0	0.0	0	0.0	121	3.1
TRPC3	ENST00000379645	12	1	1	2	1,7	5	1,3,7,8,9	3006	235	7.8	520	17.3	1175	39.1
TRPC4AP	ENST00000252015	19	0		0		1	1	2774	0	0.0	0	0.0	188	6.8
TRPC5	ENST00000262839	10	0		7	2,3,4,6,7,8,11	9	2,3,4,5,6,7,8,10,11	3122	0	0.0	2790	89.4	3060	98.0
TRPC6	ENST00000344327	13	0		0		1	2	3056	0	0.0	0	0.0	795	26.0
TRPM1	ENST00000256552	27	4	3,4,12,19	6	3,4,12,13,19,28	9	3,4,5,6,12,13,19,24,28	5418	653	12.1	2077	38.3	2497	46.1
TRPM3	ENST00000677713	26	0		1	8	7	2,6,7,8,16,18,26	5680	0	0.0	144	2.5	2602	45.8
TRPM4	ENST00000252826	25	0		0		0		4145	0	0.0	0	0.0	0	0.0
TRPM6	ENST00000360774	39	0		0		1	26	6849	0	0.0	0	0.0	1156	16.9
TRPM7	ENST00000646667	39	2	10,19	6	8,10,18,19,21,22	19	7,8,9,10,11,12,14,15,16,18,19,20,21,22,23,24,26,34,36	6378	257	4.0	1122	17.6	4118	64.6
TRPS1	ENST00000395715	6	0		0		1	7	4005	0	0.0	0	0.0	1082	27.0
TRPV1	ENST00000572705	15	0		0		2	3,4	2820	0	0.0	0	0.0	491	17.4
TRPV3	ENST00000576742	17	2	7,16	2	7,16	4	6,7,15,16	2713	294	10.8	294	10.8	786	29.0
TRPV4	ENST00000261740	15	0		0		2	6,7	2916	0	0.0	0	0.0	519	17.8
TRPV5	ENST00000265310	15	0		6	4,6,7,11,13,15	14	1,2,3,4,5,6,7,8,9,11,12,13,14,15	2490	0	0.0	1311	52.7	2393	96.1
TRPV6	ENST00000359396	15	1	1	6	1,6,7,11,13,15	8	1,2,6,7,8,11,13,15	2598	268	10.3	1409	54.2	1760	67.7
TRRAP	ENST00000456197	72	3	9,36,54	4	9,36,50,54	15	4,9,15,17,18,26,30,36,38,39,50,54,55,70,73	13062	423	3.2	565	4.3	3165	24.2
TSBP1	ENST00000533191	26	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26	26	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	26	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	2206	2165	98.1	2206	100.0	2206	100.0
TSC1	ENST00000298552	21	0		0		0		3915	0	0.0	0	0.0	0	0.0
TSC2	ENST00000219476	41	0		0		0		6244	0	0.0	0	0.0	0	0.0
TSEN15	ENST00000645668	5	0		1	1	4	1,2,3,4	616	0	0.0	155	25.2	575	93.3
TSEN2	ENST00000284995	11	0		1	5	1	5	1618	0	0.0	543	33.6	543	33.6
TSEN34	ENST00000396388	4	3	1,2,3	4	1,2,3,4	4	1,2,3,4	1013	805	79.5	1013	100.0	1013	100.0
TSEN54	ENST00000333213	11	1	1	1	1	1	1	1801	76	4.2	76	4.2	76	4.2
TSFM	ENST00000652027	6	1	6	1	6	1	6	1098	427	38.9	427	38.9	427	38.9
TSG101	ENST00000251968	10	1	5	1	5	2	5,9	1373	144	10.5	144	10.5	404	29.4
TSGA10	ENST00000393483	16	0		1	16	3	14,16,17	2417	0	0.0	206	8.5	625	25.9
TSHB	ENST00000256592	2	0		0		0		457	0	0.0	0	0.0	0	0.0
TSHR	ENST00000298171	10	0		0		1	10	2495	0	0.0	0	0.0	1434	57.5
TSHZ1	ENST00000580243	2	2	1,2	2	1,2	2	1,2	3274	3274	100.0	3274	100.0	3274	100.0
TSHZ3	ENST00000240587	2	0		0		0		3286	0	0.0	0	0.0	0	0.0
TSLP	ENST00000344895	4	0		0		0		560	0	0.0	0	0.0	0	0.0
TSNARE1	ENST00000524325	12	1	9	3	3,4,9	3	3,4,9	1782	77	4.3	774	43.4	774	43.4
TSPAN12	ENST00000222747	7	0		0		0		1058	0	0.0	0	0.0	0	0.0
TSPAN18	ENST00000520358	7	0		0		1	5	887	0	0.0	0	0.0	215	24.2
TSPAN2	ENST00000369516	8	0		0		0		826	0	0.0	0	0.0	0	0.0
TSPAN4	ENST00000397397	7	0		1	7	1	7	857	0	0.0	152	17.7	152	17.7
TSPAN5	ENST00000305798	8	0		0		0		967	0	0.0	0	0.0	0	0.0
TSPAN7	ENST00000378482	7	0		0		1	1	890	0	0.0	0	0.0	101	11.3
TSPEAR	ENST00000323084	12	1	1	2	1,2	3	1,2,5	2250	102	4.5	343	15.2	520	23.1
TSPOAP1	ENST00000343736	31	0		1	5	7	5,13,17,18,19,22,28	6194	0	0.0	212	3.4	2842	45.9
TSPYL1	ENST00000368608	1	0		0		0		1334	0	0.0	0	0.0	0	0.0
TSR1	ENST00000301364	15	0		2	5,7	4	5,7,9,15	2715	0	0.0	629	23.2	1011	37.2
TSR2	ENST00000375151	5	0		1	1	2	1,4	676	0	0.0	101	14.9	298	44.1
TSSC4	ENST00000333256	1	0		0		0		1010	0	0.0	0	0.0	0	0.0
TTBK2	ENST00000267890	14	0		0		1	14	4015	0	0.0	0	0.0	1294	32.2
TTC12	ENST00000529221	21	0		0		3	3,10,13	2538	0	0.0	0	0.0	582	22.9
TTC19	ENST00000261647	10	1	1	1	1	2	1,2	1343	204	15.2	204	15.2	352	26.2
TTC21A	ENST00000683103	29	0		0		1	9	4522	0	0.0	0	0.0	213	4.7
TTC21B	ENST00000243344	29	0		0		0		4531	0	0.0	0	0.0	0	0.0
TTC28	ENST00000397906	23	1	1	3	1,2,23	11	1,2,4,6,7,8,12,14,17,18,23	7906	122	1.5	2072	26.2	5547	70.2
TTC29	ENST00000325106	11	0		0		3	6,8,11	1648	0	0.0	0	0.0	561	34.0
TTC3	ENST00000418766	45	2	15,16	2	15,16	14	4,8,9,12,15,16,20,21,27,28,32,33,35,36	6978	165	2.4	165	2.4	3234	46.3
TTC39A	ENST00000680483	18	1	1	1	1	1	1	2094	61	2.9	61	2.9	61	2.9
TTC5	ENST00000258821	10	0		1	3	2	3,9	1523	0	0.0	232	15.2	397	26.1
TTC7A	ENST00000319190	20	0		0		2	3,19	2977	0	0.0	0	0.0	412	13.8
TTC8	ENST00000380656	15	0		0		0		1848	0	0.0	0	0.0	0	0.0
TTC9	ENST00000256367	3	1	1	1	1	2	1,2	729	426	58.4	426	58.4	629	86.3
TTF1	ENST00000334270	10	0		1	3	2	3,4	2918	0	0.0	244	8.4	450	15.4
TTF2	ENST00000369466	23	0		0		2	5,7	3949	0	0.0	0	0.0	1213	30.7
TTI1	ENST00000373447	7	0		1	2	2	2,8	3410	0	0.0	2322	68.1	2526	74.1
TTI2	ENST00000431156	7	0		0		0		1667	0	0.0	0	0.0	0	0.0
TTL	ENST00000233336	7	0		0		1	5	1274	0	0.0	0	0.0	290	22.8
TTLL5	ENST00000298832	31	0		2	20,28	7	12,20,26,27,28,29,30	4466	0	0.0	502	11.2	1693	37.9
TTLL9	ENST00000535842	14	1	4	3	3,4,14	3	3,4,14	1600	113	7.1	322	20.1	322	20.1
